,geometry,x,y,cluster
3201049453,POINT (-13624778.779085703 4550159.336804706),-13624778.779085703,4550159.336804706,133
3201049454,POINT (-13624767.279782305 4550148.588515519),-13624767.279782305,4550148.588515519,133
3202347503,POINT (-13626234.22576808 4550629.398663018),-13626234.22576808,4550629.398663018,239
3202359181,POINT (-13626039.772881564 4552131.237000164),-13626039.772881564,4552131.237000164,138
3202359193,POINT (-13625968.684254741 4552192.977619875),-13625968.684254741,4552192.977619875,138
3202476750,POINT (-13627527.045806358 4544292.195959303),-13627527.045806358,4544292.195959303,113
3202518738,POINT (-13627809.441090602 4544904.972209426),-13627809.441090602,4544904.972209426,87
3204993501,POINT (-13628492.48635416 4543242.015386104),-13628492.48635416,4543242.015386104,11
3214153061,POINT (-13627415.191982007 4542624.804233459),-13627415.191982007,4542624.804233459,54
3223701747,POINT (-13628446.811967086 4543108.589382953),-13628446.811967086,4543108.589382953,11
3238413661,POINT (-13627236.724574367 4547390.124593987),-13627236.724574367,4547390.124593987,230
3243817299,POINT (-13626559.044910265 4548988.697809833),-13626559.044910265,4548988.697809833,201
3243940821,POINT (-13627679.24181417 4544685.273636097),-13627679.24181417,4544685.273636097,227
3250339047,POINT (-13636715.41223618 4542525.817355238),-13636715.41223618,4542525.817355238,143
3275185914,POINT (-13630401.893919991 4547055.261068949),-13630401.893919991,4547055.261068949,214
3279458748,POINT (-13626557.864923665 4545256.451692102),-13626557.864923665,4545256.451692102,174
3279466347,POINT (-13625751.355212867 4546783.243432086),-13625751.355212867,4546783.243432086,286
3279483884,POINT (-13632448.302383143 4546152.754825391),-13632448.302383143,4546152.754825391,229
3284402051,POINT (-13627369.762497813 4544970.457472935),-13627369.762497813,4544970.457472935,238
3284769554,POINT (-13624218.574880235 4545740.711088722),-13624218.574880235,4545740.711088722,52
3301285862,POINT (-13632872.685677892 4546129.252883475),-13632872.685677892,4546129.252883475,51
3301309461,POINT (-13635409.43423409 4545717.928201381),-13635409.43423409,4545717.928201381,122
3303358461,POINT (-13627064.891808378 4552384.1053431975),-13627064.891808378,4552384.1053431975,258
3315447461,POINT (-13633935.64209963 4546070.43489461),-13633935.64209963,4546070.43489461,131
3315887615,POINT (-13624994.293619879 4549296.25493925),-13624994.293619879,4549296.25493925,195
3317120154,POINT (-13628049.880058765 4547976.464481623),-13628049.880058765,4547976.464481623,85
3317123885,POINT (-13628264.058759052 4547939.705480456),-13628264.058759052,4547939.705480456,225
3321734312,POINT (-13629011.691591168 4547832.696682525),-13629011.691591168,4547832.696682525,273
3347152167,POINT (-13625143.00532763 4551538.576685261),-13625143.00532763,4551538.576685261,88
3347152168,POINT (-13625362.382648136 4551355.424494987),-13625362.382648136,4551355.424494987,88
3374162750,POINT (-13627180.196536941 4547791.952505652),-13627180.196536941,4547791.952505652,176
3375035635,POINT (-13627645.27823753 4549934.892855028),-13627645.27823753,4549934.892855028,135
3375056283,POINT (-13629284.179440733 4549470.905233421),-13629284.179440733,4549470.905233421,108
3375873393,POINT (-13626522.710228471 4549667.603371207),-13626522.710228471,4549667.603371207,10
3375877708,POINT (-13629042.337846985 4552128.7149698585),-13629042.337846985,4552128.7149698585,207
3376884814,POINT (-13629566.563593026 4539126.529275789),-13629566.563593026,4539126.529275789,142
3376890738,POINT (-13630277.160430558 4539183.605365187),-13630277.160430558,4539183.605365187,157
3376951791,POINT (-13624849.110739987 4541123.196078997),-13624849.110739987,4541123.196078997,104
3379321521,POINT (-13629642.283110667 4551195.352120541),-13629642.283110667,4551195.352120541,91
3379321524,POINT (-13629579.443258112 4551303.508479745),-13629579.443258112,4551303.508479745,12
3379321525,POINT (-13629697.386258608 4551234.362666803),-13629697.386258608,4551234.362666803,12
3379321535,POINT (-13629702.050545271 4551263.652371329),-13629702.050545271,4551263.652371329,12
3379321536,POINT (-13629694.647799134 4551217.245345185),-13629694.647799134,4551217.245345185,12
3379996809,POINT (-13630010.093840195 4551236.856303661),-13630010.093840195,4551236.856303661,90
3379996811,POINT (-13629987.6629628 4551240.434744037),-13629987.6629628,4551240.434744037,90
3379996817,POINT (-13629925.12367287 4551251.071453994),-13629925.12367287,4551251.071453994,90
3380023324,POINT (-13629965.855474556 4551243.928655513),-13629965.855474556,4551243.928655513,90
3380825006,POINT (-13630192.668937044 4551205.242104349),-13630192.668937044,4551205.242104349,90
3380825008,POINT (-13630124.819707407 4551216.174632997),-13630124.819707407,4551216.174632997,90
3380825010,POINT (-13630223.003498284 4551200.36755275),-13630223.003498284,4551200.36755275,90
3388665493,POINT (-13628387.734713323 4547883.79261257),-13628387.734713323,4547883.79261257,225
3391850893,POINT (-13627123.924534347 4552372.424823552),-13627123.924534347,4552372.424823552,258
3391851393,POINT (-13627043.607521739 4552388.120965165),-13627043.607521739,4552388.120965165,258
3393330452,POINT (-13626325.2517157 4549730.202727555),-13626325.2517157,4549730.202727555,10
3393342116,POINT (-13626347.560141657 4549727.610847543),-13626347.560141657,4549727.610847543,10
3393349632,POINT (-13626357.05569422 4549729.597016408),-13626357.05569422,4549729.597016408,10
3393361804,POINT (-13626311.570550283 4549818.03121702),-13626311.570550283,4549818.03121702,10
3393374783,POINT (-13626397.353349889 4549852.740226145),-13626397.353349889,4549852.740226145,10
3393396123,POINT (-13626466.85010799 4549792.562991737),-13626466.85010799,4549792.562991737,10
3393400211,POINT (-13626504.064213762 4549837.5550204115),-13626504.064213762,4549837.5550204115,10
3393420459,POINT (-13626264.148447204 4549708.1013366515),-13626264.148447204,4549708.1013366515,10
3394945428,POINT (-13626336.060838258 4549421.336874863),-13626336.060838258,4549421.336874863,162
3396513641,POINT (-13626476.657355128 4548998.092711026),-13626476.657355128,4548998.092711026,201
3397732377,POINT (-13627786.642858885 4548731.770972431),-13627786.642858885,4548731.770972431,224
3397768268,POINT (-13626261.276404342 4548838.281948167),-13626261.276404342,4548838.281948167,132
3397772546,POINT (-13626270.927804196 4548870.762237732),-13626270.927804196,4548870.762237732,132
3397775399,POINT (-13626230.552224884 4548807.435626487),-13626230.552224884,4548807.435626487,132
3397783569,POINT (-13626168.591796309 4548809.196258827),-13626168.591796309,4548809.196258827,132
3397801136,POINT (-13626030.043558067 4549002.684524886),-13626030.043558067,4549002.684524886,132
3397836578,POINT (-13625914.594114166 4548990.2471932545),-13625914.594114166,4548990.2471932545,36
3397862095,POINT (-13625881.62128099 4548953.090225312),-13625881.62128099,4548953.090225312,36
3397870868,POINT (-13625890.059298394 4549086.830576812),-13625890.059298394,4549086.830576812,36
3397875325,POINT (-13625900.367483241 4549079.337127794),-13625900.367483241,4549079.337127794,36
3397910051,POINT (-13625952.598588321 4549370.768659092),-13625952.598588321,4549370.768659092,209
3397923104,POINT (-13625931.882031085 4549391.700208302),-13625931.882031085,4549391.700208302,209
3397982293,POINT (-13626065.40976029 4549237.785284173),-13626065.40976029,4549237.785284173,132
3400370174,POINT (-13633679.34010403 4546085.839909145),-13633679.34010403,4546085.839909145,131
3400374101,POINT (-13632903.710419979 4546107.426681741),-13632903.710419979,4546107.426681741,51
3408837756,POINT (-13626135.285004662 4549805.085800474),-13626135.285004662,4549805.085800474,155
3409669041,POINT (-13626185.0336851 4549783.716742228),-13626185.0336851,4549783.716742228,155
3415940429,POINT (-13627785.162309658 4543471.960346797),-13627785.162309658,4543471.960346797,169
3416689789,POINT (-13627850.640434144 4550028.681748379),-13627850.640434144,4550028.681748379,270
3417619910,POINT (-13632904.18909379 4546113.692909172),-13632904.18909379,4546113.692909172,51
3422101418,POINT (-13627895.825015457 4550316.1954728095),-13627895.825015457,4550316.1954728095,270
3441484302,POINT (-13627962.817085015 4543337.447419086),-13627962.817085015,4543337.447419086,169
3442537168,POINT (-13626144.13490418 4549130.2842361955),-13626144.13490418,4549130.2842361955,132
3446713206,POINT (-13627375.773750316 4547965.3240963),-13627375.773750316,4547965.3240963,176
3455071284,POINT (-13627985.047587328 4550886.146940102),-13627985.047587328,4550886.146940102,5
3455075355,POINT (-13625282.622232983 4548847.310500708),-13625282.622232983,4548847.310500708,237
3455075359,POINT (-13625417.975601839 4548984.331366888),-13625417.975601839,4548984.331366888,237
3455075363,POINT (-13625492.381549485 4549071.843684169),-13625492.381549485,4549071.843684169,237
3455075366,POINT (-13625578.220008835 4549144.242970458),-13625578.220008835,4549144.242970458,237
3455075369,POINT (-13625795.6603702 4549364.148325909),-13625795.6603702,4549364.148325909,209
3455075371,POINT (-13625840.076847026 4549408.039804904),-13625840.076847026,4549408.039804904,209
3458525148,POINT (-13628284.363434173 4547900.693195886),-13628284.363434173,4547900.693195886,225
3458525149,POINT (-13628219.441907141 4547946.1981528355),-13628219.441907141,4547946.1981528355,225
3458693040,POINT (-13634872.618253637 4540557.39558284),-13634872.618253637,4540557.39558284,240
3478331121,POINT (-13624926.967591848 4547898.636956783),-13624926.967591848,4547898.636956783,277
3478331123,POINT (-13624931.119808853 4547901.89032158),-13624931.119808853,4547901.89032158,277
3478331126,POINT (-13624947.539433748 4547919.523294773),-13624947.539433748,4547919.523294773,277
3478331127,POINT (-13624953.216727776 4547926.382135066),-13624953.216727776,4547926.382135066,277
3478331129,POINT (-13624936.49654026 4547909.960360716),-13624936.49654026,4547909.960360716,277
3482714279,POINT (-13628022.361880641 4547035.06651481),-13628022.361880641,4547035.06651481,95
3482714280,POINT (-13628021.938866576 4547025.476227707),-13628021.938866576,4547025.476227707,95
3482822177,POINT (-13627096.31730063 4544501.918139383),-13627096.31730063,4544501.918139383,17
3489778568,POINT (-13627624.005082838 4548585.485655982),-13627624.005082838,4548585.485655982,224
3489808695,POINT (-13627808.762041707 4549765.235429935),-13627808.762041707,4549765.235429935,135
3493626502,POINT (-13627201.26931655 4545403.887088612),-13627201.26931655,4545403.887088612,98
3500120299,POINT (-13633358.372616224 4548793.5195989525),-13633358.372616224,4548793.5195989525,272
3504141935,POINT (-13629280.839856008 4544368.616791099),-13629280.839856008,4544368.616791099,223
3504141937,POINT (-13629165.735502528 4544377.134623027),-13629165.735502528,4544377.134623027,223
3520305634,POINT (-13631169.976142569 4546901.437010686),-13631169.976142569,4546901.437010686,149
3522479598,POINT (-13632673.980386829 4546177.256606801),-13632673.980386829,4546177.256606801,229
3522863339,POINT (-13632753.518163 4546174.116432745),-13632753.518163,4546174.116432745,51
3522863340,POINT (-13632734.27102304 4546174.862752055),-13632734.27102304,4546174.862752055,51
3523031622,POINT (-13629905.008240886 4543299.494111731),-13629905.008240886,4543299.494111731,78
3523031624,POINT (-13629895.41250078 4543249.392015987),-13629895.41250078,4543249.392015987,78
3523031626,POINT (-13629937.190705674 4543252.672084008),-13629937.190705674,4543252.672084008,78
3523031627,POINT (-13629895.17872985 4543284.374768893),-13629895.17872985,4543284.374768893,78
3524453921,POINT (-13634624.453712812 4548911.510636779),-13634624.453712812,4548911.510636779,188
3529576042,POINT (-13632936.917024082 4546943.135315583),-13632936.917024082,4546943.135315583,126
3529576043,POINT (-13632940.08962957 4546869.83597493),-13632940.08962957,4546869.83597493,126
3534945477,POINT (-13624296.053245828 4547379.8439066615),-13624296.053245828,4547379.8439066615,107
3540104121,POINT (-13632920.942677151 4542807.324312967),-13632920.942677151,4542807.324312967,204
3540104222,POINT (-13632909.86638782 4542822.034731611),-13632909.86638782,4542822.034731611,204
3540104223,POINT (-13632927.53279101 4542799.159687658),-13632927.53279101,4542799.159687658,204
3540104224,POINT (-13632940.334532449 4542783.083840662),-13632940.334532449,4542783.083840662,204
3540160995,POINT (-13632924.00396315 4542803.537615261),-13632924.00396315,4542803.537615261,204
3540160997,POINT (-13632973.440949008 4542679.590890537),-13632973.440949008,4542679.590890537,41
3540161001,POINT (-13633038.651906718 4542613.571033598),-13633038.651906718,4542613.571033598,41
3540255593,POINT (-13632912.760694578 4542818.374721204),-13632912.760694578,4542818.374721204,204
3540255596,POINT (-13633104.341538234 4542540.47107015),-13633104.341538234,4542540.47107015,41
3540255693,POINT (-13632916.000091761 4542814.109403005),-13632916.000091761,4542814.109403005,204
3540255697,POINT (-13633217.052522661 4542421.665368119),-13633217.052522661,4542421.665368119,294
3540255793,POINT (-13633330.709722761 4542292.880953942),-13633330.709722761,4542292.880953942,294
3540394727,POINT (-13632884.897426033 4542851.69494029),-13632884.897426033,4542851.69494029,204
3542728899,POINT (-13633312.453326272 4542397.087959507),-13633312.453326272,4542397.087959507,294
3545343709,POINT (-13631407.131185753 4543385.832455376),-13631407.131185753,4543385.832455376,35
3545345699,POINT (-13631481.069591537 4543307.813982928),-13631481.069591537,4543307.813982928,35
3545348394,POINT (-13631364.284313748 4543417.8452563705),-13631364.284313748,4543417.8452563705,35
3545350294,POINT (-13631470.839330332 4543318.442592855),-13631470.839330332,4543318.442592855,35
3545461134,POINT (-13631369.349350577 4543413.973870195),-13631369.349350577,4543413.973870195,35
3549105083,POINT (-13625113.717169601 4547944.719344236),-13625113.717169601,4547944.719344236,277
3549105084,POINT (-13625124.849118682 4547936.057755235),-13625124.849118682,4547936.057755235,277
3552405837,POINT (-13626436.548942596 4547852.93503497),-13626436.548942596,4547852.93503497,245
3557413732,POINT (-13629280.372314148 4542024.196942619),-13629280.372314148,4542024.196942619,62
3559526793,POINT (-13632853.51646158 4542819.148954066),-13632853.51646158,4542819.148954066,204
3562957693,POINT (-13634509.26030374 4543142.769251369),-13634509.26030374,4543142.769251369,118
3562957694,POINT (-13634515.082313107 4543142.572167787),-13634515.082313107,4543142.572167787,118
